Emissor;CNPJ;Número de emissão;Serie;Codigo;Setor;Agente Fiduciário;Líder;Banco Mandatário;Incentivada|Lei 12.431;Volume;Data de emissão;Vencimento/Repactuação;Referência|NTN-B;Remuneração;Amortização;Espécie;Tipo de Debênture;Índice de correção
Extremoz Trans do Nordeste S/A;14029911000156;1;uni;EXTZ11;Geração, transmissão e distribuição de energia elétrica;Oliveira Trust Dtvm SA;Banco Santander Brasil SA;Banco Bradesco SA;Sim;168000000;2017-01-15;2029-01-15;2024-08-15;Pagamento Semestral. nos dias 15-Set e 15-Mar. Primeiro em 15-Set-2017;24 parcelas semestrais. Primeiro em 15-Set-2017 e última no vencimento;Garantia Real;IPCA Spread;IPCA + 7,0291%
F Cataguazes;19527639000158;11;2;FLCLB1;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Bradesco Bbi SA;Itau Unibanco SA;Não;36000000;2019-06-10;2026-06-10;-;Pagamento Semestral, nos dias 10-dez e 10-jun. Primeiro em 10-dez-2019;Integral na data do vencimento;Quirografária;DI Spread;DI + 0,83%
Ferreira Gomes Energia SA;12489315000123;3;uni;FGEN13;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco BTG Pactual SA;Itau Unibanco SA;Sim;210900000;2014-06-15;2027-12-15;2024-08-15;Pagamento semestral, nos dias 15-Jun e 15-Dez. Primeiro em 15-Jun-2015 e último no vencimento.;Pagamento semestral. Primeiro em 15-Dez-2017.;Garantia Real;IPCA Spread;IPCA + 6,4686%
Fleury;60840055000131;4;2;FLRY24;Laboratório de exames médicos;Pentagono SA Dtvm;Banco Bradesco Bbi SA;Banco Bradesco SA;Não;250000000;2018-04-27;2023-04-27;-;Pagamento Semestral. nos dias 27-abr e 27-out. Primeiro em 27-out-2018;Integral na data do vencimento;Quirografária;DI Spread;DI + 0,60%
Fleury;60840055000131;5;1;FLRY15;Laboratório de exames médicos;Pentagono SA Dtvm;Banco Bradesco Bbi SA;Banco Bradesco SA;Não;200000000;2019-12-16;2024-12-16;-;Pagamento semestral. nos dias 16-jun e 16-dez. Primeiro em 16-jun-2020;Integral na data do vencimento;Quirografária;DI Spread;DI + 0,90%
Fleury;60840055000131;5;2;FLRY25;Laboratório de exames médicos;Pentagono SA Dtvm;Banco Bradesco Bbi SA;Banco Bradesco SA;Não;300000000;2019-12-16;2027-12-16;-;Pagamento semestral. nos dias 16-jun e 16-dez. Primeiro em 16-jun-2020;Pagamento semestral. nos dias 16-jun e 16-dez. Primeiro em 16-jun-2025;Quirografária;DI Spread;DI + 1,20%
Furnas Centrais Elétricas SA;23274194000119;1;2;FURN21;Geração, transmissão e distribuição de energia elétrica;Planner Trustee DTVM Ltda;Banco Bradesco Bbi SA;Banco Bradesco SA;Sim;800000000;2019-11-15;2029-11-15;2028-08-15;Pagamento semestral. nos dias 15-mai e 15-nov. Primeiro em 15-mai-2020;Pagamento semestral. nos dias 15-mai e 15-nov. Primeiro em 15-mai-2026;Quirografária;IPCA Spread;IPCA + 4,08%
Ger Paranap;2998301000181;7;2;GEPA27;Geração, transmissão e distribuição de energia elétrica;Planner Trustee DTVM Ltda;Banco Bradesco Bbi SA;Banco Bradesco SA;Não;200000000;2017-08-15;2022-08-15;2022-08-15;Pagamento semestral, nos dias 15-Fev e 15-Ago. Primeiro em 15-Fev-2018.;2 parcelas iguas em 15-Ago-2021 e no vencimento.;Quirografária;IPCA Spread;IPCA + 5,90%
Ger Paranap;2998301000181;8;1;GEPA18;Geração, transmissão e distribuição de energia elétrica;Planner Trustee DTVM Ltda;Banco BTG Pactual SA;Banco Bradesco SA;Não;160000000;2018-03-15;2023-03-15;-;Pagamento semestral, nos dias 15-set e 15-mar. Primeiro em 15-set-2018 e última no venciemtno;2 parcela iguais. 50% em 15-mar-2022 e 50% no vencimento;Quirografária;DI Percentual;106,75% do CDI
Ger Paranap;2998301000181;8;2;GEPA28;Geração, transmissão e distribuição de energia elétrica;Planner Trustee DTVM Ltda;Banco BTG Pactual SA;Banco Bradesco SA;Não;160000000;2018-03-15;2025-03-15;2024-08-15;Pagamento anual, nos dias 15-mar-2019;2 parcelas iguais em 15-mar-2024 e no vencimento;Quirografária;IPCA Spread;IPCA + 5,5%
Gerdau;33611500000119;15;uni;GGBRA5;Transformação de aço em produtos de aço;Oliveira Trust Dtvm SA;Banco Santander Brasil SA;Itau Unibanco SA;Não;1500000000;2018-11-21;2022-11-21;-;Pagamento semestral, nos dias 21-Nov e 21-mai. Primeiro em 21-Mai-2019 e última no vencimento;Integral na data do vencimento;Quirografária;DI Percentual;106,50% do DI
Gerdau;33611500000119;16;1;GGBRA6;Transformação de aço em produtos de aço;Oliveira Trust Dtvm SA;Banco Santander Brasil SA;Banco Citibank SA;Não;600000000;2019-05-06;2023-05-06;-;Pagamento Semestral. nos dias 06-nov e 06-mai. Primeiro em 06-nov-2019;Integral na data do vencimento;Quirografária;DI Percentual;105,5% do DI
Gerdau;33611500000119;16;2;GGBRB6;Transformação de aço em produtos de aço;Oliveira Trust Dtvm SA;Banco Santander Brasil SA;Banco Citibank SA;Não;800000000;2019-05-06;2026-05-06;-;Pagamento Semestral. nos dias 06-nov e 06-mai. Primeiro em 06-nov-2019;Integral na data do vencimento;Quirografária;DI Percentual;107,25% do DI
Grua Investimentos SA;15385166000140;4;uni;AEGE14;Água, esgoto e outros sistemas;Pentagono SA Dtvm;-;-;Não;250000000;2019-09-06;2025-09-06;-;Pagamento semestral, nos dias 06-Mar e 6-Set. Primeiro em 06-Mar-2020 e último no vencimento;Pagamento semestral, nos dias 06-Mar e 6-Set. Primeiro em 06-Mar-2021 e último no vencimento;Garantia Real;DI Spread;DI + 2,5%
Grupo Natura;32785497000197;7;1;NATU17;Comércio atacadista de bens não duráveis variados;Simplific Pavarini DTVM Ltda;Banco Citibank SA;Itau Unibanco SA;Não;772730000;2017-09-25;2020-09-25;-;Pagamento semestral, nos dias 25-Mar e 25-Set. Primeiro em 25-Mar-2018.;Integral na data do vencimento.;Quirografária;DI Spread;DI + 1,4%
Grupo Natura;32785497000197;7;2;NATU27;Comércio atacadista de bens não duráveis variados;Simplific Pavarini DTVM Ltda;Banco Citibank SA;Itau Unibanco SA;Não;1827270000;2017-09-25;2021-09-25;-;Pagamento semestral, nos dias 25-Mar e 25-Set. Primeiro em 25-Mar-2018.;Integral na data do vencimento.;Quirografária;DI Spread;DI +1,75%
Grupo Natura;32785497000197;9;1;NATU19;Comércio atacadista de bens não duráveis variados;Pentagono SA Dtvm;Banco Citibank SA;Itau Unibanco SA;Não;389040000;2018-09-21;2020-09-21;-;Pagamento semestral, em 21-mar e 21-set. Primeiro em 21-mar-2019 e última no vencimento;Integral na data do Vencimento;Quirografária;DI Percentual;109,5% do DI
Grupo Natura;32785497000197;9;2;NATU29;Comércio atacadista de bens não duráveis variados;Pentagono SA Dtvm;Banco Citibank SA;Itau Unibanco SA;Não;308310000;2018-09-21;2021-09-21;-;Pagamento Sementral. nos dias 23-mar e 23-set. primeiro em 23-mar-2019;Integral na data do Vencimento;Quirografária;DI Percentual;110,5% do DI
Grupo Natura;32785497000197;9;3;NATU39;Comércio atacadista de bens não duráveis variados;Pentagono SA Dtvm;Banco Citibank SA;Itau Unibanco SA;Não;302650000;2018-09-21;2022-09-21;-;Pagamento Semestral. nos dias 21-mar e 21-set. primeiro em 21-mar-2019;Integral na data do Vencimento;Quirografária;DI Percentual;112,0% do DI
Grupo Natura;32785497000197;10;1;NATUA0;Comércio atacadista de bens não duráveis variados;Simplific Pavarini DTVM Ltda;Banco Citibank SA;Itau Unibanco SA;Não;400000000;2019-08-26;2024-08-26;-;Pagamento semestral, nos dias 26-Fev e 26-Ago. Primeiro em 26-Fev-2020 e último no vencimento.;Integral na data do vencimento.;Quirografária;DI Spread;DI + 1,0%
Grupo Natura;32785497000197;10;2;NATUB0;Comércio atacadista de bens não duráveis variados;Simplific Pavarini DTVM Ltda;Banco Citibank SA;Itau Unibanco SA;Não;95700000;2019-08-26;2024-08-26;-;Pagamento semestral, nos dias 26-Fev e 26-Ago. Primeiro em 26-Fev-2020 e último no vencimento.;Integral na data do vencimento.;Quirografária;DI Spread;DI + 1,15%
Grupo Natura;32785497000197;10;3;NATUC0;Comércio atacadista de bens não duráveis variados;Simplific Pavarini DTVM Ltda;Banco Citibank SA;Itau Unibanco SA;Não;687260000;2019-08-26;2024-08-26;-;Pagamento semestral, nos dias 26-Fev e 26-Ago. Primeiro em 26-Fev-2020 e último no vencimento.;Integral na data do vencimento.;Quirografária;DI Spread;DI + 1,15%
Grupo Natura;32785497000197;10;4;NATUD0;Comércio atacadista de bens não duráveis variados;Simplific Pavarini DTVM Ltda;Banco Citibank SA;Itau Unibanco SA;Não;394520000;2019-08-26;2024-08-26;-;Pagamento semestral, nos dias 26-Fev e 26-Ago. Primeiro em 26-Fev-2020 e último no vencimento.;Integral na data do vencimento.;Quirografária;DI Spread;DI + 1,15%
Guararapes;8402943000152;2;uni;GUAR12;Indústria de roupas de tecido;Simplific Pavarini DTVM Ltda;Banco Bradesco Bbi SA;Banco Bradesco SA;Não;600000000;2019-01-11;2023-01-11;-;Pagamento semestral, nos dias 11-Jul e 11-Jan. Primeiro em 11-jul-2019 e último no vencimento.;3 parcelas: 33,3333% em 11-jan-2021, 33,3333% em 11-jan-2022 e saldo no vencimento.;Quirografária;DI Percentual;107,75% do DI
Hapvida;5197443000138;1;1;HAPV11;Serviços ambulatoriais de saúde;Pentagono SA Dtvm;Banco Bradesco Bbi SA;Banco Bradesco SA;Não;1764888000;2019-07-10;2024-07-10;-;Pagamento Semestral. nos dias 10-jan e 10-jul. Primeiro em 10-jan-2020;Pagamento anual, nos dias 10-Jul. Primeiro em 10-jul-2022 e última no vencimento;Quirografária;DI Percentual;109% DI
Hapvida;5197443000138;1;2;HAPV21;Serviços ambulatoriais de saúde;Pentagono SA Dtvm;Banco Bradesco Bbi SA;Banco Bradesco SA;Não;235112000;2019-07-10;2026-07-10;-;Pagamento Semestral. nos dias 10-jan e 10-jul. Primeiro em 10-jan-2020;Pagamento anual, nos dias 10-Jul. Primeiro em 10-jul-2025 e última no vencimento;Quirografária;DI Percentual;110,55% DI
Igua SA;8159965000133;4;uni;IGSN14;Água, esgoto e outros sistemas;Vortx DTVM Ltda;Unibanco Uniao Bancos Bras SA;Vortx DTVM Ltda;Não;120000000;2019-05-15;2026-05-15;-;Pagamento mensal no dia 15. Primeiro em 15-jun-2019 e última no vencimento;Pagamento mensal no dia 15. Primeiro em 15-mai-2020 e última no vencimento;Garantia Real;DI Spread;DI + 3,50%
Iguatemi;51218147000193;4;2;IGTA24;Locadora de imóveis;Pentagono SA Dtvm;Banco Bradesco Bbi SA;Itau Cv SA;Não;50000000;2013-02-15;2021-02-15;2021-05-15;Pagamento anual, nos dias 15-Fev. Primeiro em 15-Fev-2014 e último no vencimento.;Integral na data do vencimento.;Quirografária;IPCA Spread;IPCA + 4,31%
Iguatemi;51218147000193;7;1;IGTA17;Locadora de imóveis;Pentagono SA Dtvm;Banco BTG Pactual SA;Banco Bradesco SA;Não;100000000;2018-09-20;2024-09-20;-;Pagamento Semestral. nos dias 20-mar e 20-set. Primeiro em 20-mar-2019;Integral na data do vencimento;Quirografária;DI Percentual;107,50% do DI
Iguatemi;51218147000193;7;2;IGTA27;Locadora de imóveis;Pentagono SA Dtvm;Banco BTG Pactual SA;Banco Bradesco SA;Não;65741000;2018-09-20;2024-09-20;-;Pagamento Semestral, nos dias 20-mar e 20-jun  Primeiro em 20-mar-2019;Integral na data do vencimento;Quirografária;DI Spread;DI + 0,82%
Iguatemi;51218147000193;7;3;IGTA37;Locadora de imóveis;Pentagono SA Dtvm;Banco BTG Pactual SA;Banco Bradesco SA;Não;229435000;2018-09-20;2024-09-20;-;Pagamento Semestral. nos dias 20-mar e 20-set. Primeiro em 20-mar-2019;Integral na data do vencimento;Quirografária;DI Percentual;109,0000% do DI
Ihpardini;19378769000176;2;uni;PARD12;Laboratório de exames médicos;Pentagono SA Dtvm;Banco Itau BBA SA;Banco Bradesco SA;Não;210000000;2018-12-20;2023-12-20;-;Pagamento semestral. nos dias 20-jun e 20-dez. Primeiro em 20-dez-2019 e última no vencimento;2 Parcelas: 50% em 20-dez-2022 e 50% em 20-dez-2023;Quirografária;DI Percentual;107,55% do DI
Imc S/A;17314329000120;1;1;MEAL11;Loja de comida e bebida;Oliveira Trust Dtvm SA;Banco BTG Pactual SA;Banco Bradesco SA;Não;125000000;2019-03-15;2024-03-15;-;Pagamento Semestral. nos dias 15-mar e 15-set. Primeiro em 16-set-2019;Pagamento anual, nos dias 15-mar. Primeiro em 15-mar-2022 e última no vencimento;Quirografária;DI Spread;DI + 4,85%
Imc S/A;17314329000120;1;2;MEAL21;Loja de comida e bebida;Oliveira Trust Dtvm SA;Banco BTG Pactual SA;Banco Bradesco SA;Não;125000000;2019-03-15;2026-03-15;-;Pagamento Semestral. nos dias 15-mar e 15-set. Primeiro em 16-set-2019;2 Parcelas: 50% em 15-mar-2025 e 50% em 15-mar-2026;Quirografária;DI Spread;DI + 5,30%
Inbrands SA;9054385000144;4;2;INBD24;Loja de roupas;Oliveira Trust Dtvm SA;Banco Itau BBA SA;Banco Bradesco SA;Não;132400000;2016-08-12;2025-05-12;-;Pagamento semestral, nos dias 12-Fev e 12-Ago. Primeiro em 12-Fev-2017 e último no vencimento.;4 parcelas em 12-Fev-2018, 12-Ago-2018, 12-Fev-2019 e 12-Ago-2019.;Garantia Real;DI Spread;DI + 4,50%
Intercement Brasil S/A;62258884000136;2;2;CCCI22;Indústria de cimento e produtos de concreto;Planner Trustee DTVM Ltda;Banco Bradesco Bbi SA;Banco Bradesco SA;Não;500000000;2012-04-19;2022-04-19;-;Pagamento semestral, nos dias 19-Abr e 19-Out. Primeiro em 19-Out-2012 e último no vencimento.;6 parcelas anuais, nos dias 19-Abr. Primeira em 19-Abr-2017 e última no vencimento.;Quirografária;DI Percentual;115% do DI
Iochp-Maxion;61156113000175;8;Uni;IOCH18;Indústria de autopeças;Pentagono SA Dtvm;Banco Itau BBA SA;Itau Unibanco SA;Não;450000000;2018-03-23;2023-03-26;-;Pagamento semestral, nos dias 26/set e 26-mar. Primeiro erm 26-set-2018 e última no vencimento;2 parcelas iguais, 50% em 26-mar-2018 e 50% no vencimento;Quirografária;DI Spread;DI + 1,4%
Iochp-Maxion;61156113000175;9;1;IOCH19;Indústria de autopeças;Pentagono SA Dtvm;Banco Itau BBA SA;Itau Unibanco SA;Não;338800000;2019-02-11;2024-02-11;-;Pagamento semestral. nos dias 11-ago e 11-fev. Primeiro em 11-ago-2019 e última no vencimento;2 Parcelas: 50% em 11-fev-2023 e saldo no vencimento;Quirografária;DI Spread;DI+0,7500%
Iochp-Maxion;61156113000175;9;2;IOCH29;Indústria de autopeças;Pentagono SA Dtvm;Banco Itau BBA SA;Itau Unibanco SA;Não;111200000;2019-02-11;2026-02-11;-;Pagamento semestral. nos dias 11-ago e 11-fev. Primeiro em 11-ago-2019 e última no vencimento;2 Parcelas: 50% em 11-fev-2025 e saldo no vencimento;Quirografária;DI Spread;DI + 0,95%
Irani;92791243000103;3;uni;CELU13;Indústria de papel, celulose e papelão;Vortx DTVM Ltda;Plural S/A Banco Múltiplo;Vortx DTVM Ltda;Não;505000000;2019-07-19;2025-07-19;-;Pagamento Semestral. nos dias 19-jan e 19-jul. Primeiro em 19-jan-2020;Pagamento anual, nos dias 19-jul. Primeiro em 19-jul-2023 e última no vencimento;Quirografária;DI Spread;DI + 4,5%
Itarema Geração de Energia S/A;13234214000174;3;uni;ITGE13;Geração, transmissão e distribuição de energia elétrica;Oliveira Trust Dtvm SA;Banco Itau BBA SA;Itau Unibanco SA;Sim;111760000;2016-10-30;2028-12-15;2024-08-15;Pagamento semestral, nos dias 15-dez e 15-jun. Primeiro em 15-dez-2017 e última no vencimento;Pagamento semestral, nos dias 15-dez e 15-jun. Primeiro em 15-dez-2017 e última no vencimento;Quirografária;IPCA Spread;IPCA +  7,8067%
Itausa;61532644000115;2;uni;ITSA12;Administração de empresas e empreendimentos;Oliveira Trust Dtvm SA;Banco Itau BBA SA;Itau Unibanco SA;Não;1200000000;2017-05-24;2024-05-24;-;Pagamento semestral em 24-mai e 24-nov. primeiro em 24-nov-2017 e última no vencimento;3 parcelas. 33,33 % em 24-Mai-2022, 33,33 % em 24-mai-2023 e 33,34% no vencimento;Quirografária;DI Percentual;106,9% do DI
Janauba Transmissora de Energia Eletrica S/A;26617923000180;1;uni;JTEE11;Geração, transmissão e distribuição de energia elétrica;Simplific Pavarini DTVM Ltda;Banco BTG Pactual SA;Banco Bradesco SA;Sim;224000000;2019-01-15;2033-07-15;2028-08-15;Pagamento semestral. nos dias 15-jan e 15-jul. Primeiro em 15-jul-2022 e última no vencimento;Pagamento semestral. nos dias 15-jan e 15-jul. Primeiro em 15-jul-2022 e última no vencimento;Quirografária;IPCA Spread;IPCA  + 4,50%
JSL;52548435000179;6;2;JSML26;Transporte rodoviário;Pentagono SA Dtvm;Banco BTG Pactual SA;Banco Bradesco SA;Não;62472000;2013-07-15;2020-07-15;-;Pagamento semestral, nos dias 15-Jan e 15-Jul. Primeiro em 15-Jan-2014 e último no vencimento.;3 parcelas : 33% em 15-Jul-2018, 33% em 15-Jul-2019 e 34% em 15-Jul-2020.;Quirografária;DI Spread;DI + 2,2%
JSL;52548435000179;6;3;JSML36;Transporte rodoviário;Pentagono SA Dtvm;Banco BTG Pactual SA;Banco Bradesco SA;Não;185099000;2013-07-15;2020-07-15;2020-08-15;Pagamento anual, nos dias 15-Jul. Primeiro em 15-Jul-2014 e último no vencimento.;2 parcelas iguais em 15-Jul-2019 e no vencimento.;Quirografária;IPCA Spread;IPCA + 7,5%
JSL;52548435000179;8;2;JSML28;Transporte rodoviário;Pentagono SA Dtvm;Banco Votorantim SA;Banco Bradesco SA;Não;71751000;2014-06-15;2021-06-15;2020-08-15;Pagamento anual, nos dias 15-Jun. Primeiro em 15-Jun-2015 e último no vencimento.;3 parcelas : 33% em 15-Jun-2019, 33% em 15-Jun-2020 e saldo em 15-Jun-2021.;Quirografária;IPCA Spread;IPCA + 8%
JSL;52548435000179;8;3;JSML38;Transporte rodoviário;Pentagono SA Dtvm;Banco Votorantim SA;Banco Bradesco SA;Não;163074000;2014-06-15;2021-06-15;-;Pagamento semestral, nos dias 15-Jun e 15-Dez. Primeiro em 15-Dez-2014 e último no vencimento.;4 parcelas anuais, nos dias 15-Jun. Primeira em 15-Jun-2018 e última em 15-Jun-2021.;Quirografária;DI Percentual;118,50% do DI
JSL;52548435000179;13;1;JSMLA3;Transporte rodoviário;Pentagono SA Dtvm;Banco Itau BBA SA;Banco Bradesco SA;Não;344940000;2019-05-20;2024-05-20;-;Pagamento Semestral. nos dias 20-nov e 20-mai. Primeiro em 20-nov-2019;2 Parcelas: 33,3333% em 20-mai-2022 e 66,6666 em 20-mai-2023;Quirografária;DI Spread;DI + 1,90%
JSL;52548435000179;13;2;JSMLB3;Transporte rodoviário;Pentagono SA Dtvm;Banco Itau BBA SA;Banco Bradesco SA;Não;105060000;2019-05-20;2026-05-20;-;Pagamento Semestral. nos dias 20-nov e 20-mai. Primeiro em 20-nov-2019;2 parcelas iguais em 20-mai-2025 e no vencimento;Quirografária;DI Spread;DI + 2,20%
Klabin S/A;89637490000145;12;1;KLBNA2;Indústria de papel, celulose e papelão;Oliveira Trust Dtvm SA;Banco Itau BBA SA;Banco Bradesco SA;Não;1000000000;2019-03-19;2029-03-19;-;Pagamento Semestral. nos dias 19-mar e 19-set. Primeiro em 19-set-2019;3 parcelas : 33,33% em 19-mar-2027, 33,33% 19-mar-2028 e 33,34% em 19-mar-2029;Quirografária;DI Percentual;114,65% do DI
Le Lis Blanc;49669856000143;7;uni;LLIS17;Tecelagens;Planner Trustee DTVM Ltda;XP Investimentos CCTVM SA;Banco Bradesco SA;Não;300000000;2017-11-27;2020-11-27;-;Pagamento semestral. nos dias 27-mai e 27-nov. Primeiro em 27-mai-2018 e última no vencimento;2 parcelas: 50% em 27-nov-2019 e 50% no vencimento;Quirografária;DI Spread;DI + 2,300%
Le Lis Blanc;49669856000143;8;8;LLIS18;Tecelagens;Planner Trustee DTVM Ltda;XP Investimentos CCTVM SA;Banco Bradesco SA;Não;225000000;2018-06-20;2021-06-20;-;Pagamento semestral. nos dias 20-ju e 20-dez. Primeiro em 20-jun-2018 e última no vencimento;2 parcelas: 50% em 20-jun-2020 e saldo no vencimento;Quirografária;DI Spread;DI + 2,30%
Le Lis Blanc;49669856000143;10;1;LLIS10;Tecelagens;Planner Trustee DTVM Ltda;Banco Itau BBA SA;Banco Bradesco SA;Não;380800000;2019-03-20;2022-03-20;-;Pagamento semestral, nos dias 20-Mar e 20-Set. Primeiro em 20-Set-2019 e último no vencimento.;2 parcelas iguais em 20-Set-2021 e no vencimento.;Quirografária;DI Spread;DI + 2,30%
Light Serv de Eletr S/A;60444437000146;9;2;LSVE29;Geração, transmissão e distribuição de energia elétrica;Oliveira Trust Dtvm SA;BB Banco de Investimento SA;Itau Unibanco SA;Não;600000000;2013-06-15;2023-05-15;2022-08-15;Pagamento Semestral. Nos dias 15-mai e 15-nov. Primeiro em 15-nov-2013;Pagamento Semestral. Nos dias 15-mai e 15-nov. Primeiro em 15-mai-2020;Quirografária;IPCA Spread;IPCA + 5,74%
Light Serv de Eletr S/A;60444437000146;12;3;LIGHC2;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;XP Investimentos CCTVM SA;Banco Bradesco SA;Não;53333000;2017-07-07;2020-07-15;2020-08-15;Pagamento semestral. nos dias 15-jan e 15-Ago. Primeiro em 15-jan-2018;Integral na data do vencimento;Quirografária;IPCA Spread;IPCA + 9,0920%
Light Serv de Eletr S/A;60444437000146;13;Uni;LIGHA3;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;XP Investimentos CCTVM SA;Banco Bradesco SA;Sim;458664000;2017-10-15;2022-10-15;2022-08-15;Pagamento anual. primeiro em 15-Out-2018 e última no vencimento;Integral na data do Vencimento;Quirografária;IPCA Spread;IPCA + 7,4366%
Light Serv de Eletr S/A;60444437000146;15;1;LIGHA5;Geração, transmissão e distribuição de energia elétrica;Simplific Pavarini DTVM Ltda;XP Investimentos CCTVM SA;Banco Bradesco SA;Sim;510001000;2018-10-15;2025-10-15;2024-08-15;Pagamento semestral, nos dias 15-Abr e 15-Out. Primeiro em 15-Abr-2019 e última no vencimento;2 Parcelas iguais 50% em 15-Out-2024 e 50% no vencimento;Quirografária;IPCA Spread;IPCA + 6,8279%
Light Serv de Eletr S/A;60444437000146;15;2;LIGHB5;Geração, transmissão e distribuição de energia elétrica;Simplific Pavarini DTVM Ltda;XP Investimentos CCTVM SA;Banco Bradesco SA;Não;160000000;2018-10-15;2022-10-15;-;Pagamento semestral. nos dias 15-abr e 15-out. Primeiro em 15-abr-2019 e última no vencimanto;2 parcelas: 50% em 15-out-2021 e 50% em 15-out-2022;Quirografária;DI Spread;DI + 2,20%
Light Serv de Eletr S/A;60444437000146;16;1;LIGHA6;Geração, transmissão e distribuição de energia elétrica;Vortx DTVM Ltda;Banco BTG Pactual SA;Vortx DTVM Ltda;Não;132500000;2019-04-15;2022-04-15;-;Pagamento semestral, nos dias 15-Abr e 15-Out. Primeiro em 15-Out-2019 e último no vencimento.;Integral na data do vencimento.;Quirografária;DI Spread;DI + 0,90%
Light Serv de Eletr S/A;60444437000146;16;2;LIGHB6;Geração, transmissão e distribuição de energia elétrica;Vortx DTVM Ltda;Banco BTG Pactual SA;Vortx DTVM Ltda;Não;422950000;2019-04-15;2024-04-15;-;Pagamento semestral, nos dias 15-Abr e 15-Out. Primeiro em 15-Out-2019 e último no vencimento.;2 parcelas iguais em 15-Abr-2023 e no vencimento.;Quirografária;DI Spread;DI + 1,25%
Light Serv de Eletr S/A;60444437000146;16;3;LIGHC6;Geração, transmissão e distribuição de energia elétrica;Vortx DTVM Ltda;Banco BTG Pactual SA;Vortx DTVM Ltda;Não;62500000;2019-04-15;2025-04-15;-;Pagamento semestral, nos dias 15-Abr e 15-Out. Primeiro em 15-Out-2019 e último no vencimento.;Integral na data do vencimento.;Quirografária;DI Spread;DI + 1,35%
Litel;743065000127;1;uni;LITL11;Mineração de metais;Oliveira Trust Dtvm SA;XP Investimentos CCTVM SA;Oliveira Trust DTVM SA;Não;450000000;2019-09-15;2022-10-15;-;Pagamento semestral, nos dias 15-Abr e 15-Out. Primeiro em 15-Out-2020 e último no vencimento.;2 parcelas: 66,6666% em 15-Out-2021 e restante no vencimento.;Garantia Real;DI Percentual;112% DI
Lm Transp Interestaduais Sev e Com S/A;389481000179;2;uni;LMTI12;Locadora de automóveis;Simplific Pavarini DTVM Ltda;Banco Votorantim SA;Itau Unibanco SA;Não;300000000;2018-12-11;2022-12-11;-;Pagamento mensal no dia 11 de cada mês. Primeiro em 11-Jan-2019 e último no vencimento.;Parcelas mensais, no dia 11 de cada mês. Primeira em 11-Dez-2019 e última no vencimento.;Garantia Real;DI Spread;DI + 2,95%
Localiza;16670085000155;11;uni;LORTA1;Locadora de automóveis;Pentagono SA Dtvm;Banco Bradesco Bbi SA;Banco Bradesco SA;Não;500000000;2016-12-12;2022-01-12;-;Pagamento semestral em 12-jun e 12-Dez. Primeiro em 12-Jun-2017.;Integral na data do vencimento.;Quirografária;DI Percentual;111,5% do DI
Localiza;16670085000155;12;uni;LORTA2;Locadora de automóveis;Pentagono SA Dtvm;Banco Itau BBA SA;Banco Bradesco SA;Não;700000000;2017-05-15;2022-05-15;-;Pagamento Semestral. nos dias 15-nov e 15-Mai. Primeiro em 15-Nov-2017;Integral na data do Venciemento;Quirografária;DI Percentual;107,25% do DI
Localiza;16670085000155;13;1;LORTA3;Locadora de automóveis;Pentagono SA Dtvm;Banco Bradesco Bbi SA;Banco Bradesco SA;Não;868910000;2017-12-15;2023-02-15;-;Pagamento semestral, nos dias 15-Jun e 15-Dez, até 15-Jun-2021. Depois em 15-Fev-2022, 15-Jun-2022 e no vencimento.;2 parcelas iguais em 15-Fev-2022 e no vencimento.;Quirografária;DI Percentual;109,35% do DI
Localiza;16670085000155;13;2;LORTB3;Locadora de automóveis;Pentagono SA Dtvm;Banco Bradesco Bbi SA;Banco Bradesco SA;Não;2161110000;2017-12-15;2025-02-15;-;Pagamento semestral, nos dias 15-Jun e 15-Dez, até 15-Jun-2023. Depois em 15-Fev-2024, 15-Jun-2024 e no vencimento.;2 parcelas iguais em 15-Fev-2024 e no vencimento.;Quirografária;DI Percentual;111,30% do DI
Localiza;16670085000155;14;1;LORTC4;Locadora de automóveis;Pentagono SA Dtvm;Banco Bradesco Bbi SA;Banco Bradesco SA;Não;200000000;2018-09-18;2024-01-18;-;Pagamento Semestral. nos dias 18-mar e 18-set. Primeiro em 18-mar-2019;Integral na data do vencimento;Quirografária;DI Percentual;107,9000% do DI
Localiza;16670085000155;14;2;LORTD4;Locadora de automóveis;Pentagono SA Dtvm;Banco Bradesco Bbi SA;Banco Bradesco SA;Não;800000000;2018-09-18;2026-09-18;-;Pagamento semestral. nos dias 18-set e 18-mar. primeiro em 18-mar-2019 e última no vencimento;Pagamento anual, no dia 18-set, primeiro em 18-set-2024 e última no vencimento;Quirografária;DI Percentual;112,32% do DI
Localiza;16670085000155;15;1;LORTA5;Locadora de automóveis;Pentagono SA Dtvm;Banco BTG Pactual SA;Banco Bradesco SA;Não;1000000000;2019-04-15;2026-04-15;-;Pagamento semestral. nos dias 15-abr e 15-out. Primeiro em 15-out-2019;2 Parcelas: 50% em 15-abr-2025 e 50% 15-abr-2026;Subordinada;DI Percentual;107,25% do DI
